,School Name,SED Code,Location Code,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Number of students who registered for the SHSAT,Number of students who took the SHSAT,AllTested,All4,Native4,AfricanAmerican4,Latino4,Islander4,White4,Multiracial4,LimitedEnglish4,Disadv4,AllMath4Tested,AllMath4,NativeMath4,AfricanAmericanMath4,LatinoMath4,IslanderMath4,WhiteMath4,MultiracialMath4,LimitedEnglishMath4,DisadvMath4,Count of Students in HS Admissions,Count of Testers,Count of Offers
51,P.S. 212 MIDTOWN WEST,310200010212,02M212,No,0.2,"$85,295.72 ",2%,10%,6%,23%,29%,48%,96%,5%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,3.14,3.45,,,26.333333333333332,8.166666666666666,0.0,0.0,1.5,0.6666666666666666,3.6666666666666665,0.6666666666666666,0.0,1.3333333333333333,26.333333333333332,10.5,0.0,0.16666666666666666,1.8333333333333333,0.5,5.0,1.5,0.0,1.1666666666666667,,,
52,P.S./I.S. 217 ROOSEVELT ISLAND,310200010217,02M217,No,0.293,"$93,388.06 ",7%,29%,16%,14%,30%,36%,95%,10%,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,2.9,3.01,,,40.0,6.666666666666667,0.0,0.6666666666666666,0.16666666666666666,1.8333333333333333,3.0,0.0,0.0,2.0,41.666666666666664,12.333333333333334,0.0,0.16666666666666666,0.5,5.0,5.666666666666667,0.0,0.3333333333333333,4.333333333333333,21.0,6.0,5.0
53,ELLA BAKER SCHOOL,310200011225,02M225,No,0.429,"$58,096.58 ",3%,4%,19%,37%,56%,35%,92%,26%,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,2.71,2.75,,,14.0,1.5,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,13.5,1.1666666666666667,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,21.0,5.0,5.0
54,P.S. 234 INDEPENDENCE SCHOOL,310200010234,02M234,No,0.065,"$176,793.40 ",1%,11%,1%,8%,10%,70%,96%,6%,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Exceeding Target,Meeting Target,Exceeding Target,3.25,3.55,,,50.0,16.833333333333332,0.0,0.0,0.8333333333333334,1.6666666666666667,12.666666666666666,0.16666666666666666,0.0,0.16666666666666666,50.0,20.833333333333332,0.0,0.0,0.6666666666666666,2.8333333333333335,15.333333333333334,0.16666666666666666,0.0,0.0,,,
55,M.S. 255 SALK SCHOOL OF SCIENCE,310200010255,02M255,No,0.131,,0%,19%,3%,9%,13%,63%,97%,5%,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,3.75,3.63,,,61.5,37.333333333333336,0.0,0.0,3.0,8.166666666666666,22.166666666666668,0.0,0.0,3.5,54.166666666666664,36.0,0.0,0.0,2.8333333333333335,8.166666666666666,20.833333333333332,0.0,0.0,2.8333333333333335,131.0,108.0,70.0
56,M.S. 260 CLINTON SCHOOL WRITERS & ARTISTS,310200010260,02M260,No,0.23600000000000002,,1%,14%,6%,10%,16%,65%,97%,2%,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,3.37,3.36,,,43.0,16.0,0.0,0.0,0.5,2.3333333333333335,11.333333333333334,0.8333333333333334,0.0,0.8333333333333334,38.166666666666664,14.0,0.0,0.0,0.6666666666666666,2.0,10.0,1.0,0.0,0.8333333333333334,96.0,36.0,17.0
57,"EAST SIDE ELEMENTARY SCHOOL, PS 267",310200010267,02M267,No,0.049,"$115,262.92 ",4%,11%,2%,7%,9%,78%,96%,7%,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,,3.13,3.32,,,21.333333333333332,8.0,0.0,0.0,0.0,0.3333333333333333,6.5,0.0,0.0,0.16666666666666666,21.5,9.333333333333334,0.0,0.0,0.0,0.5,7.333333333333333,0.0,0.0,0.3333333333333333,,,
58,BATTERY PARK CITY SCHOOL,310200010276,02M276,No,0.114,"$140,085.12 ",2%,21%,4%,11%,15%,56%,96%,8%,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,3.16,3.32,,,92.83333333333333,29.5,0.0,0.5,2.0,7.5,16.0,2.6666666666666665,0.0,1.1666666666666667,88.83333333333333,32.333333333333336,0.0,0.8333333333333334,2.6666666666666665,10.0,15.166666666666666,2.6666666666666665,0.3333333333333333,1.3333333333333333,84.0,56.0,22.0
59,I.S. 289,310200010289,02M289,No,0.313,,1%,38%,8%,13%,21%,38%,97%,2%,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,3.18,3.26,,,45.666666666666664,12.166666666666666,0.0,0.5,0.8333333333333334,5.166666666666667,5.166666666666667,0.0,0.0,4.333333333333333,45.5,14.666666666666666,0.0,0.3333333333333333,0.3333333333333333,9.333333333333334,4.333333333333333,0.0,0.0,7.666666666666667,91.0,47.0,5.0
60,P.S. 290 MANHATTAN NEW SCHOOL,310200010290,02M290,No,0.064,"$107,878.64 ",3%,11%,1%,9%,10%,73%,96%,6%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,3.37,3.75,,,46.166666666666664,16.833333333333332,0.0,0.0,0.0,1.1666666666666667,14.5,0.16666666666666666,0.0,0.6666666666666666,47.166666666666664,24.5,0.0,0.0,0.5,2.8333333333333335,18.833333333333332,0.16666666666666666,0.0,0.8333333333333334,,,
61,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES,310200010312,02M312,No,0.308,,1%,47%,2%,7%,10%,34%,98%,2%,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,3.62,3.94,,,88.66666666666667,47.5,0.0,0.0,0.0,24.333333333333332,15.5,4.833333333333333,0.0,13.666666666666666,67.16666666666667,50.0,0.0,0.0,0.0,26.833333333333332,16.166666666666668,1.8333333333333333,0.0,15.0,181.0,163.0,113.0
62,THE PECK SLIP SCHOOL,310200010343,02M343,No,,"$118,322.46 ",5%,16%,3%,13%,16%,59%,,,,,,,,,,,,,,6.833333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,7.0,2.1666666666666665,0.0,0.0,0.0,0.6666666666666666,1.1666666666666667,0.0,0.0,0.0,,,
63,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,310200010347,02M347,No,0.812,"$51,287.22 ",6%,4%,22%,46%,68%,23%,92%,29%,Meeting Target,Not Meeting Target,Meeting Target,Not Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.32,2.23,,,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,5.0
64,SPRUCE STREET SCHOOL,310200010397,02M397,No,0.059000000000000004,"$143,926.53 ",2%,14%,3%,12%,15%,58%,96%,6%,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,3.29,3.58,,,33.5,10.0,0.0,0.0,0.8333333333333334,1.1666666666666667,6.0,0.6666666666666666,0.0,0.6666666666666666,33.0,16.166666666666668,0.0,0.0,1.5,2.0,8.666666666666666,0.3333333333333333,0.0,1.3333333333333333,56.0,36.0,10.0
65,INSTITUTE FOR COLLABORATIVE EDUCATION,310200011407,02M407,No,0.258,,0%,7%,16%,16%,32%,55%,96%,13%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,3.28,2.95,,,4.166666666666667,1.1666666666666667,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.3333333333333335,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,21.0,8.0
66,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,310200011408,02M408,No,0.33,,0%,5%,23%,20%,43%,44%,96%,9%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,3.44,3.38,,,11.166666666666666,5.166666666666667,0.0,0.0,0.5,0.0,2.6666666666666665,0.0,0.0,0.16666666666666666,9.333333333333334,3.8333333333333335,0.0,0.0,0.5,0.0,1.8333333333333333,0.0,0.0,0.0,33.0,9.0,5.0
67,SCHOOL OF THE FUTURE HIGH SCHOOL,310200010413,02M413,No,0.358,,1%,15%,11%,29%,40%,37%,97%,6%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,3.05,3.21,,,41.666666666666664,12.666666666666666,0.0,0.3333333333333333,2.3333333333333335,2.6666666666666665,5.333333333333333,2.0,0.0,3.6666666666666665,41.833333333333336,14.833333333333334,0.0,0.3333333333333333,2.6666666666666665,3.5,6.333333333333333,1.5,0.0,4.166666666666667,103.0,46.0,15.0
68,QUEST TO LEARN,310200011422,02M422,No,0.406,,3%,11%,19%,35%,54%,29%,95%,11%,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,2.94,2.76,,,43.166666666666664,4.166666666666667,0.0,0.0,1.1666666666666667,0.3333333333333333,1.8333333333333333,0.5,0.0,0.3333333333333333,37.333333333333336,3.1666666666666665,0.0,0.0,0.16666666666666666,1.0,1.1666666666666667,0.8333333333333334,0.0,1.0,96.0,33.0,5.0
69,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",310200011442,02M442,No,0.46799999999999997,"$56,095.12 ",0%,36%,25%,16%,41%,19%,96%,7%,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,3.21,3.65,,,23.666666666666668,9.333333333333334,0.0,0.16666666666666666,0.16666666666666666,5.166666666666667,1.0,0.0,0.0,4.166666666666667,20.0,9.0,0.0,0.3333333333333333,0.16666666666666666,4.666666666666667,1.3333333333333333,0.0,0.0,3.6666666666666665,25.0,15.0,5.0
70,P.S. 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION,310200010527,02M527,No,,"$87,424.06 ",1%,15%,2%,19%,21%,59%,,,,,,,,,,,,,,7.666666666666667,1.8333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666,1.0,0.0,0.0,0.0,7.833333333333333,5.0,0.0,0.0,1.0,0.8333333333333334,2.6666666666666665,0.0,0.0,0.8333333333333334,,,
71,LIFE SCIENCES SECONDARY SCHOOL,310200011655,02M655,No,0.765,,6%,5%,31%,60%,91%,2%,90%,30%,Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,2.24,1.95,,,9.333333333333334,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,9.666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,22.0,5.0,5.0
72,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,310200010896,02M896,No,0.564,,8%,40%,9%,20%,29%,27%,96%,8%,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,2.77,2.88,,,54.166666666666664,8.333333333333334,0.0,0.0,1.3333333333333333,2.1666666666666665,4.0,0.0,0.0,2.3333333333333335,53.333333333333336,15.0,0.0,0.0,1.0,8.5,4.833333333333333,0.0,0.6666666666666666,7.5,129.0,70.0,8.0
73,CITY KNOLL MIDDLE SCHOOL,310200010933,02M933,No,0.613,,7%,10%,20%,47%,67%,20%,95%,19%,,,,,,,,2.7,2.58,,,24.333333333333332,2.6666666666666665,0.0,0.16666666666666666,1.0,0.0,0.8333333333333334,0.0,0.0,1.8333333333333333,24.833333333333332,3.0,0.0,0.0,0.8333333333333334,0.0,1.0,0.0,0.3333333333333333,1.8333333333333333,78.0,17.0,5.0
74,P.S. 009 SARAH ANDERSON,310300010009,03M009,No,0.221,"$95,312.63 ",3%,9%,5%,21%,26%,59%,96%,6%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,3.38,3.66,,,45.5,17.166666666666668,0.0,0.0,1.3333333333333333,1.1666666666666667,11.833333333333334,0.0,0.0,0.8333333333333334,45.833333333333336,27.333333333333332,0.0,0.0,3.6666666666666665,1.5,18.333333333333332,0.0,0.0,3.0,,,
75,J.H.S. 054 BOOKER T. WASHINGTON,310300010054,03M054,No,0.221,,2%,9%,8%,12%,20%,64%,96%,5%,,,,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,3.46,3.7,,,130.16666666666666,62.333333333333336,0.0,1.5,4.666666666666667,6.0,45.0,3.1666666666666665,0.0,5.833333333333333,96.16666666666667,62.166666666666664,0.0,1.6666666666666667,3.1666666666666665,8.5,44.333333333333336,3.1666666666666665,0.0,6.0,286.0,257.0,150.0
76,P.S. 075 EMILY DICKINSON,310300010075,03M075,No,0.599,"$56,614.57 ",13%,2%,23%,56%,80%,16%,94%,22%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,2.63,2.83,,,33.833333333333336,3.8333333333333335,0.0,0.6666666666666666,1.5,0.0,0.8333333333333334,0.0,0.0,1.5,34.333333333333336,7.166666666666667,0.0,0.5,4.0,0.0,1.5,0.0,0.16666666666666666,3.5,,,
77,P.S. 076 A. PHILIP RANDOLPH,310300010076,03M076,No,0.85,"$39,051.13 ",9%,1%,80%,16%,96%,3%,90%,42%,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,2.39,2.24,,,43.666666666666664,1.8333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,44.5,1.1666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,59.0,5.0,5.0
78,P.S. 084 LILLIAN WEBER,310300010084,03M084,No,0.5,"$64,633.18 ",10%,3%,13%,42%,55%,38%,95%,14%,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,2.76,3.0,,,33.5,5.0,0.0,0.0,1.1666666666666667,0.0,2.8333333333333335,0.0,0.0,1.0,34.333333333333336,9.333333333333334,0.0,0.0,3.0,0.0,5.333333333333333,0.0,0.5,2.6666666666666665,,,
79,P.S. 087 WILLIAM SHERMAN,310300010087,03M087,No,0.099,"$111,115.15 ",4%,7%,5%,15%,20%,64%,96%,6%,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,Exceeding Target,Approaching Target,Exceeding Target,3.38,3.59,,,58.166666666666664,21.833333333333332,0.0,0.6666666666666666,2.3333333333333335,1.0,15.666666666666666,1.6666666666666667,0.0,1.0,58.5,28.166666666666668,0.0,0.6666666666666666,2.6666666666666665,2.0,20.333333333333332,1.6666666666666667,0.0,1.0,,,
80,"P.S. 145, THE BLOOMINGDALE SCHOOL",310300010145,03M145,No,0.843,"$44,727.39 ",13%,2%,25%,63%,88%,7%,91%,35%,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,2.12,2.16,,,22.666666666666668,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,22.833333333333332,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,,,
81,P.S. 149 SOJOURNER TRUTH,310300010149,03M149,Yes,0.883,"$37,110.83 ",9%,3%,64%,27%,92%,2%,91%,37%,Approaching Target,Not Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,2.1,2.03,,,24.166666666666668,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,5.0
82,P.S. 163 ALFRED E. SMITH,310300010163,03M163,No,0.503,"$64,272.58 ",7%,6%,16%,46%,62%,27%,95%,13%,Approaching Target,Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,Approaching Target,Meeting Target,2.99,3.3,,,45.833333333333336,10.166666666666666,0.0,0.8333333333333334,2.5,0.6666666666666666,4.333333333333333,0.0,0.0,2.3333333333333335,46.166666666666664,16.833333333333332,0.0,1.0,4.5,1.1666666666666667,6.666666666666667,0.0,0.0,4.166666666666667,,,
83,P.S. 165 ROBERT E. SIMON,310300010165,03M165,No,0.7390000000000001,"$48,783.74 ",17%,3%,14%,68%,82%,13%,91%,29%,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,2.37,2.41,,,72.33333333333333,6.166666666666667,0.0,0.5,3.5,0.0,1.1666666666666667,0.0,0.0,3.1666666666666665,74.0,9.333333333333334,0.0,1.3333333333333333,4.0,0.0,2.0,0.0,0.6666666666666666,5.333333333333333,53.0,7.0,5.0
84,P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AND TECHNOLOGY,310300010166,03M166,No,0.217,"$98,595.22 ",2%,11%,6%,17%,23%,59%,96%,8%,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,3.3,3.54,,,42.166666666666664,18.166666666666668,0.0,0.6666666666666666,0.3333333333333333,3.1666666666666665,12.666666666666666,0.0,0.0,1.0,42.166666666666664,25.0,0.0,0.8333333333333334,1.8333333333333333,3.8333333333333335,16.166666666666668,0.0,0.0,2.1666666666666665,,,
85,P.S. 180 HUGO NEWMAN,310300010180,03M180,No,0.69,"$51,468.60 ",5%,1%,57%,30%,87%,8%,94%,19%,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,2.48,2.44,,,55.0,4.166666666666667,0.0,3.1666666666666665,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,55.5,4.166666666666667,0.0,2.1666666666666665,0.16666666666666666,0.0,0.0,0.0,0.0,2.1666666666666665,60.0,22.0,5.0
86,P.S. 191 AMSTERDAM,310300010191,03M191,No,0.758,"$63,947.38 ",8%,7%,36%,45%,81%,11%,91%,33%,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,2.23,2.1,,,30.166666666666668,1.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,29.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,6.0,5.0
87,P.S. 199 JESSIE ISADOR STRAUS,310300010199,03M199,No,0.078,"$115,897.33 ",3%,14%,2%,13%,15%,63%,96%,5%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,3.36,3.68,,,66.5,25.333333333333332,0.0,0.16666666666666666,2.6666666666666665,4.333333333333333,16.333333333333332,0.8333333333333334,0.0,0.3333333333333333,67.16666666666667,41.166666666666664,0.0,0.5,3.3333333333333335,7.166666666666667,27.0,1.1666666666666667,0.0,1.0,,,
88,P.S. 208 ALAIN L. LOCKE,310300010208,03M208,No,0.875,"$30,321.85 ",11%,3%,61%,34%,95%,1%,93%,26%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,2.25,2.24,,,20.333333333333332,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.833333333333332,1.1666666666666667,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,
89,STEM INSTITUTE OF MANHATTAN,310300010241,03M241,No,0.8490000000000001,"$44,126.71 ",13%,3%,53%,38%,91%,4%,91%,33%,,,,,,,Not Meeting Target,1.97,1.93,,,7.333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.166666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
90,P.S. 242 - THE YOUNG DIPLOMATS MAGNET ACADEMY,310300010242,03M242,No,0.8859999999999999,"$38,655.20 ",7%,1%,65%,29%,94%,2%,90%,37%,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,2.18,2.52,,,13.166666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,13.333333333333334,0.6666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,,,
91,M.S. 243 CENTER SCHOOL,310300010243,03M243,No,0.18100000000000002,,0%,8%,15%,12%,27%,61%,98%,0%,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,3.61,3.57,,,36.166666666666664,18.0,0.0,1.6666666666666667,1.5,0.0,11.833333333333334,0.5,0.0,0.6666666666666666,28.0,10.5,0.0,0.5,1.1666666666666667,0.0,7.5,0.3333333333333333,0.0,0.16666666666666666,57.0,38.0,14.0
92,M.S. M245 THE COMPUTER SCHOOL,310300010245,03M245,No,0.304,,3%,6%,14%,26%,40%,50%,97%,6%,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,3.17,3.14,,,60.0,19.0,0.0,1.6666666666666667,3.3333333333333335,0.3333333333333333,11.0,0.5,0.0,3.0,46.166666666666664,13.666666666666666,0.0,1.1666666666666667,2.6666666666666665,0.3333333333333333,8.333333333333334,0.3333333333333333,0.0,2.1666666666666665,133.0,70.0,19.0
93,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,310300010247,03M247,No,0.802,,31%,0%,1%,99%,99%,1%,96%,7%,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,2.51,2.64,,,27.166666666666668,2.1666666666666665,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,29.5,3.1666666666666665,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,1.5,64.0,12.0,5.0
94,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,310300010250,03M250,No,0.6609999999999999,,6%,2%,32%,55%,87%,9%,94%,18%,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,2.61,2.44,,,26.5,2.0,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0,1.1666666666666667,26.5,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,60.0,5.0,5.0
95,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,310300010256,03M256,No,0.778,,19%,2%,51%,38%,88%,7%,88%,38%,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,2.27,2.1,,,19.0,1.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,20.333333333333332,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,48.0,11.0,5.0
96,COMMUNITY ACTION SCHOOL - MS 258,310300010258,03M258,No,0.73,,3%,2%,45%,43%,87%,11%,94%,15%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,2.41,2.5,,,30.833333333333332,1.5,0.0,0.3333333333333333,0.5,0.0,0.16666666666666666,0.0,0.0,1.0,31.166666666666668,3.0,0.0,0.8333333333333334,1.5,0.0,0.3333333333333333,0.0,0.0,1.8333333333333333,59.0,11.0,5.0
97,WEST END SECONDARY SCHOOL,310300011291,03M291,No,,,2%,4%,10%,18%,27%,63%,,,,,,,,,,,,,,21.166666666666668,6.166666666666667,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,4.833333333333333,0.0,0.0,0.16666666666666666,21.166666666666668,9.0,0.0,0.5,0.6666666666666666,0.3333333333333333,6.833333333333333,0.0,0.0,0.3333333333333333,133.0,31.0,6.0
98,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,310300010333,03M333,No,0.233,"$72,112.72 ",1%,7%,11%,17%,27%,62%,95%,9%,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,3.09,3.03,,,63.0,18.0,0.0,1.1666666666666667,1.3333333333333333,0.5,13.166666666666666,0.0,0.0,1.6666666666666667,58.5,16.166666666666668,0.0,0.6666666666666666,1.5,0.8333333333333334,12.0,0.0,0.0,0.8333333333333334,50.0,15.0,5.0
99,THE ANDERSON SCHOOL,310300010334,03M334,No,0.134,"$89,026.73 ",0%,28%,4%,9%,13%,53%,98%,1%,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,3.93,4.15,,,64.5,44.5,0.0,0.0,2.3333333333333335,14.166666666666666,23.0,0.0,0.0,3.6666666666666665,54.333333333333336,46.333333333333336,0.0,0.0,1.1666666666666667,7.0,27.333333333333332,0.0,0.0,1.6666666666666667,76.0,75.0,58.0
100,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,310300011415,03M415,Yes,0.7909999999999999,,5%,2%,53%,44%,96%,1%,93%,23%,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,2.04,1.99,,,5.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,5.0
101,WEST PREP ACADEMY,310300010421,03M421,No,0.767,,5%,2%,52%,39%,91%,5%,92%,25%,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,2.31,2.45,,,27.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,26.833333333333332,1.0,0.0,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,74.0,21.0,5.0
